CLASS,NAME,NDCLIST
"Antibiot, B-Lactam Antibiotics",Aztreonam,00003223011 00003223051 00003223101 00003224011 00003224051 00003224101 00003255010 00003255015 00003255020 00003256010 00003256015 00003256016 00003256020 00003257010 00003257015 00003257016 00003257020 51479004005 51479004110 51479004115 51479004210 51479004215 51479004801 51479004901 51479004910 51479005005 51479005110 51479005115 51479005210 51479005230 51479223101 54569512800 61958090101 63323040120 63323040124 63323040126 63323040220 63323040224 63323040230
"Antibiot, B-Lactam Antibiotics",Doripenem,00062401002 50458040101 50458040102 50458040201 50458040202 59630030901 59630030910 59630032001 59630032010 60505616000 60505616004 60505616100 60505616104
"Antibiot, B-Lactam Antibiotics",Ertapenem,00006384371 00006384501 00006384571 42023022101 42023022110 42023022185 42023022189 55150028209 55150028220 60505619600 60505619604 68001040829 68001040831
"Antibiot, B-Lactam Antibiotics",Imipenem/Cilastatin & Comb.,00006351458 00006351474 00006351574 00006351659 00006351675 00006351775 00006355158 00006355174 00006355259 00006355275 00006358275 00006358376 00006366659 00409350701 00409350710 00409350721 00409350801 00409350810 00409350821 63323032220 63323032225 63323032293 63323032294 63323034920 63323034925 63323034993 63323034994
"Antibiot, B-Lactam Antibiotics",Loracarbef,00002317002 00002317030 00002317102 00002317130 00002513548 00002513587 00002513618 00002513648 00002513687 00403434114 00403437118 00403437918 00403442118 54569365900 54569365901 54569372700 54569372800 54569372900 54569421900 54868292700 54868304400 55175279001 55175279005 55175279102 55175279501 55175279505 60346088834 60346088849 60346088934 60346088949 60346099420 61570013510 61570013610 61570017001 61570017101
"Antibiot, B-Lactam Antibiotics",Meropenem & Comb.,00069031301 00069031310 00069031401 00069031410 00264318311 00264318511 00310032111 00310032115 00310032130 00310032165 00310032511 00310032515 00310032520 00310032564 00409350501 00409350511 00409350601 00409350611 00781300094 00781300095 00781300096 00781309894 00781309895 00781309896 00781326580 00781326595 00781326790 00781326795 25021015515 25021015630 42023019101 42023019110 42023019201 42023019210 55150020720 55150020830 63323050720 63323050721 63323050725 63323050825 63323050830 63323050831 65293000901 65293000906 68001032329 68001032331 68001032457 68001032458 70121145301 70121145307 70121145401 70121145407 70842012006
"Antibiot, Cephalosporin & Rel.",Cefaclor,00002306102 00002306115 00002306133 00002306202 00002306215 00002306233 00002505718 00002505768 00002505818 00002505868 00002513048 00002513087 00002513248 00002513287 00005335223 00005335323 00005335442 00005335449 00005335540 00005335546 00005335642 00005335649 00005335740 00005335746 00093108701 00093121501 00143998501 00143998601 00172419460 00172461022 00172461023 00172461122 00172461123 00172461220 00172461221 00172461320 00172461321 00172476040 00172476060 00172476070 00172476080 00172476140 00172476160 00172476170 00172477060 00172477160 00172477222 00172477223 00172477320 00172477321 00172477422 00172477423 00172477520 00172477521 00182260601 00182260605 00182260628 00182260701 00182260705 00182260728 00182477060 00182477160 00182708669 00182708672 00182708767 00182708770 00182708869 00182708872 00182708967 00182708970 00364261401 00364261405 00364261415 00364261430 00364261501 00364261505 00364261515 00364261659 00364261662 00364261757 00364261761 00364261859 00364261862 00364261957 00364261961 00378725001 00378725093 00378750001 00378750093 00378760206 00378760212 00378760402 00378760409 00378761006 00378761012 00378761202 00378761209 00403054715 00403054730 00403054820 00403054821 00403054830 00403054915 00403055118 00403055518 00403055718 00403058318 00536136501 00536137501 00536575562 00536575574 00536576080 00536576082 00536576562 00536576574 00536577080 00536577082 00603258621 00603258721 00603653462 00603653466 00603653547 00603653564 00603653662 00603653666 00603653747 00603653764 00677154001 00677154101 00677156228 00677156298 00677156328 00677156398 00839795655 00839795675 00839795759 00839795773 00839795806 00839795955 00839795975 00839796059 00839796073 00839796106 00884455730 00884455820 00904520460 00904520560 00904793260 00904793360 00904793407 00904793471 00904793550 00904793607 00904793671 00904793704 00904793750 12280012250 12280012275 13551012501 13551025001 13551037501 16571007012 16571007112 16571007211 16590004033 16590004114 16590004121 16590004130 16590004233 21695078215 23490521801 23490521802 23490521804 23490521901 23490521903 23490522100 23490522101 23490522102 23490701200 23594012501 23594025001 23594037501 33261016807 33261016814 33261016821 33261016828 33261016830 33261016842 33261016860 33358006520 33358006530 33358006620 33358006630 41764011901 41764011910 41764011921 41764011930 41764012001 41764012010 41764012020 41764012030 41764015115 41764015175 41764015210 41764015250 41764015315 41764015375 43063019430 47781026603 47781026703 49884008001 49999019930 49999032550 49999032575 49999055600 49999055650 49999055730 49999055742 50090051802 51079061720 51079061820 51479003503 51479003560 51479003660 51655069828 51655093324 52959002730 52959027702 52959029403 52959036700 52959036714 52959036715 52959036720 52959036721 52959036730 52959036740 52959036810 52959036814 52959036820 52959036821 52959036828 52959036830 52959036840 52959061903 52959102702 52959139903 54569010200 54569010300 54569010400 54569010401 54569010402 54569010407 54569010500 54569010501 54569010502 54569010600 54569011100 54569246800 54569251500 54569303000 54569303600 54569390100 54569390101 54569390200 54569390201 54569390202 54569390400 54569424100 54569431000 54569431100 54569446300 54569446301 54868031401 54868031501 54868031505 54868047201 54868347200 54868347300 54868347800 54868347801 54868347802 54868347803 54868351100 54868351101 54868351102 54868351103 54868351104 54868505701 55045215407 55045215408 55045215409 55045215503 55045233701 55045233707 55045233708 55175011702 55175011703 55175011705 55175011801 55175011803 55175011805 55175011900 55175011901 55175011905 55175012305 55175012307 55175012405 55175012505 55175012507 55175012605 55175266600 55175266601 55175266701 55175266800 55175266801 55175266901 55289005115 55289005130 55289074930 55370083607 55370083608 55370083714 55370083775 55370083850 55370083914 55370083975 55370084013 55370084050 55370084207 55370084208 55370089407 55370089507 55370089614 55370089675 55370089714 55370089775 55370089813 55370089821 55370089913 55370089921 55887052720 55887052728 55887052730 55887079414 55887084214 55953025140 55953025141 55953025170 55953025180 55953025340 55953025341 55953025370 55953025380 57866820501 57866820502 57866820602 58016011121 58016011140 58016033912 58016033915 58016033918 58016033920 58016033924 58016033930 58016087212 58016087215 58016087218 58016087220 58016087224 58016087230 58016101301 58016101401 58016101501 58016101601 58016412401 58016419205 58016419305 58016633901 59772749002 59772749004 59772749104 59772749202 59772749204 59772749301 59772749303 59772749404 59772749701 59772749703 60346002334 60346002441 60346002455 60346010406 60346010415 60346010421 60346010430 60346010442 60346020203 60346020215 60346020221 60346020230 60346020242 60346020534 60346025741 60346025755 60346064015 60346064030 60429070130 60429070230 61442017130 61442017230 62682102302 63304055530 63304055620 63304055730 63304055820 63304065801 63304065901 63304095401 63304095402 63304095503 63304095504 63304095601 63304095602 63304095703 63304095704 63629130501 63629130502 63629130503 63629130504 63629130505 63629132001 63629132002 63629132003 63629132004 63629132005 63629132006 63629132007 63629132008 63629305701 63874011901 63874011921 63874011930 63874012001 63874012012 63874012020 63874012030 63874015115 63874015175 63874015210 63874015250 63874015315 63874015375 66267025621 66267025630 66267026230 66336020221 66336020230 66336045420 66336045428 66336045430 66814061070 66814061170 67253022010 67253022110 67253022215 67253022275 67253022305 67253022310 67253022415 67253022475 67253022505 67253022510 68115006530 68115006630
"Antibiot, Cephalosporin & Rel.",Cefadroxil,00015727150 00015727160 00015727165 00015728325 00015728340 00015728425 00015728440 00015728630 00015728666 00047053819 00047053824 00047252817 00047253815 00047253817 00087078241 00087078242 00087078305 00087078341 00087078342 00087078407 00087078441 00087078442 00087078444 00087078446 00087078541 00087078542 00087078543 00087078544 00087078545 00087078641 00087078642 00093079501 00093079553 00093319601 00093319653 00093405953 00143976601 00143976675 00143976701 00143976750 00143994701 00143994750 00143994850 00172405843 00172405848 00172405860 00172405870 00172405943 00172405948 00172405960 00182128101 00182189601 00182189605 00182701670 00182701770 00182701870 00228252410 00228252442 00302053501 00304202901 00304206750 00304206763 00304206850 00304206863 00304206963 00332315907 00332315909 00332416927 00332416932 00332417127 00332417132 00332417332 00349801801 00349801825 00349801850 00364240701 00364241124 00367252410 00367252422 00367252450 00403012104 00403012110 00403012114 00403012115 00403012120 00403012210 00403012214 00403012220 00403012318 00403012518 00403012705 00403358918 00403386718 00430078019 00430078119 00430278215 00430278217 00430278316 00430278317 00536019235 00536019501 00536019582 00536021901 00555051210 00555058202 00555058210 00580173101 00580173230 00580173326 00580173330 00677136201 00677136202 00719119610 00719120110 00719120112 00719735176 00719735273 00719735276 00781293801 00781293850 00781640746 00781650746 00781660746 00839757906 00839758801 00839758806 00904383960 00904384060 00904384124 00904384204 00904384250 00904384304 00904384350 00904384404 00904545060 00904787851 00904787860 10544013520 10544030414 10544040014 16590004305 16590004310 16590004314 16590004315 16590004320 16590004324 16590004330 16590004360 16714020201 16714020202 16714020301 16714020302 16714020402 16714020403 16714038801 16714038802 16714038901 16714039001 16714039002 17236087501 18837002315 18837002320 18837002330 21695042710 21695042720 21695042728 21695042750 23490522501 23490522502 23490522503 23490522504 23490522505 23490522507 33261001807 33261001814 33261001820 33261001821 33261001828 33261001830 33261001840 33261001860 33261001890 33358006714 33358006728 42043024201 42043024250 42254014610 42254014614 42254014620 42254014628 42549050414 42549060014 43063055310 43063055314 43063055320 43063055328 43063059520 43063059528 45865050330 45865050351 45865050360 45865050390 47202298101 49999002110 49999002114 49999002120 49999080914 50090191500 50090191502 51079061420 51432006324 51432051612 51432051614 51432051712 51432051714 51432056603 52446009421 52959005610 52959005614 52959005620 52959020405 52959020407 52959020410 52959042804 52959042810 52959042814 52959042815 52959042816 52959042818 52959042820 52959042828 52959042830 53506037910 53506037914 53506037920 54274029205 54274029210 54274051610 54569010801 54569010802 54569010803 54569010804 54569010806 54569010807 54569010808 54569010810 54569010820 54569010830 54569010900 54569011001 54569011002 54569011003 54569011004 54569210200 54569251100 54569251101 54569251102 54569251103 54569307100 54569316200 54569321400 54569427700 54569427701 54569427702 54569427703 54569439100 54569439101 54569439102 54569439103 54569439104 54868040701 54868040703 54868040704 54868139200 54868291000 54868374200 54868374201 54868374202 54868374203 55045242601 55045242602 55045242603 55045242606 55045242607 55045242608 55045351901 55048006020 55048006028 55048006030 55081461500 55081461502 55175251901 55175252001 55175252005 55175269300 55175269301 55175269304 55175269400 55175269401 55175269404 55175269501 55175269507 55289005606 55289005610 55289005614 55289005620 55289040510 55289040514 55289040520 55289058910 55289058914 55289058920 55289058928 55829061210 55887089310 55887089312 55887089314 55887089315 55887089320 55887089324 55887089330 57237009601 57237009650 57237009701 57237009801 57237009875 57866713101 57866713103 58016011900 58016011902 58016011903 58016011910 58016011912 58016011914 58016011915 58016011920 58016011925 58016011930 58016011940 58016011960 58016011973 58016011989 58016011990 58016036110 58016075110 58016075114 58016075115 58016075120 58016105801 58864063620 59762200001 59762200004 59772727103 59772727104 59772727107 60346002210 60346002212 60346002214 60346002220 60346012534 60346062434 60346064110 60346064112 60346064114 60346064120 60346070010 63304051250 63304058201 63304058250 63304097304 63304097401 63304097404 63629135801 63629135802 63629135803 63629135804 63629135805 63629135806 63629135807 63629135808 63629422301 63629422401 63629422501 63874053301 63874053304 63874053310 63874053312 63874053314 63874053315 63874053320 63874053325 63874053328 63874053330 63874053340 63874053344 63874053360 63874053372 63874053374 63874053377 63874053390 65862008301 65862008401 65862008475 65862008501 65862008550 66267004510 66267004514 66267004520 66267004524 66267004528 66267004530 66267004714 66336002210 66336002214 66336002220 66336002228 66336002230 68115006710 68115006720 68115006724 68180018001 68180018008 68180018101 68180018102 68180018202 68180018203 68387047014 68387047020 68820004308 68820004310 70934008191 70934008194
"Antibiot, Cephalosporin & Rel.",Cefamandole,00002706025 00002706101 00002706125 00002706401 00002706410 00002706810 00002706901 00002706910 00002707216 00002720874 00002720974 00002726825 00002726910
"Antibiot, Cephalosporin & Rel.",Cefazolin,00002149601 00002149701 00002149725 00002149801 00002149825 00002701101 00002701110 00002701401 00002701416 00002701810 00002702116 00002708201 00002708210 00002708301 00002708310 00002720174 00002720274 00002726525 00002726601 00002726625 00002950425 00002950501 00003292730 00003292830 00007313001 00007313016 00007313076 00007313101 00007313116 00007313176 00007313201 00007313505 00007313576 00007313605 00007313705 00007313776 00007313805 00007314204 00007314304 00015733812 00015733833 00015733899 00015733912 00015733931 00015733999 00015734639 00015734697 00069031020 00069031220 00074473203 00093070368 00093070407 00093070507 00093070603 00093070703 00093070903 00143926101 00143926110 00143926201 00143926225 00143992390 00143992490 00143998303 00143998391 00182304463 00182304470 00182304570 00182304663 00182304670 00182304770 00182304870 00209080024 00209085042 00209090024 00209100042 00209110052 00264310211 00264310311 00264310511 00338350241 00338350341 00338350841 00364246433 00364246434 00364246454 00364246461 00364246493 00364246533 00364246534 00364246554 00364246561 00364246593 00364246661 00364246693 00403290518 00403344318 00403443918 00409080501 00409080511 00409080601 00409080611 00409258501 00409258511 00418236010 00469236163 00469236300 00469236400 00469237300 00469238100 00469310210 00469310310 00469310365 00469310461 00469446100 00591236569 00591236668 00591354969 00591354979 00591355057 00591355068 00641238245 00641238345 00641238443 00641238543 00641238643 00641238743 00781315570 00781315770 00781315796 00781333870 00781333895 00781334646 00781334695 00781345095 00781345170 00781345196 00781345246 00781345295 00781371870 00781372270 00781372446 00781372646 00781933746 00781933795 00781933885 00781933895 00781933985 00781933996 00781945196 00781945295 10019061001 10019061010 10019061103 10019061110 10019061205 10019061211 10019061306 24200060203 24200060204 24200060350 24200060369 24200060403 24200060404 24200060550 24200060560 24200060603 25021010010 25021010066 25021010110 25021010167 25021010269 25021010299 25021010399 39769028010 39769028190 39769028210 39769028390 39769028490 44567070625 44567070725 44567070810 44567070910 47679090030 47679090130 50090271400 52533001442 52533001514 54569187801 54569306700 54569429400 54569443100 54569566000 54569566001 54868055900 54868465100 55045323201 55390000110 55390000306 55390000506 55390000606 55390000706 60505068002 60505068005 60505074804 60505074805 60505074901 60505074904 60505074905 60505076900 60505076901 60505609301 60505609305 60505609400 60505609401 60505614200 60505614205 60505614300 60505614304 61553001272 61553001473 61553002048 61553002348 61553003941 61553004048 61553004541 61553004648 61553004872 61553004972 61553006073 61553021148 61553021648 61703032911 61703033060 63304094025 63304094110 63323023610 63323023710 63323023765 63323023861 63323044661 63323044666 63323044961 66288110001 66288130001 66860000103 66860000203 66860000302 66860090203 68258897802 68330001425 68330001525 70004052230 71019002702 71019002703 71019002801 71019002802 71019002901 71019002902 71019002903 71019002904 71019003001 71019003002 71019003003 71019003101 71019003102 71019003201 71019003301 71019003401
"Antibiot, Cephalosporin & Rel.",Cefdinir,00071006720 00071200616 00071200618 00074376910 00074376930 00074376960 00074377113 00074377160 00074615113 00074615160 00093316006 00093413664 00093413673 00093413764 00093413773 00781217660 00781217664 00781217669 00781607746 00781607761 00781607846 00781607861 16714020501 16714020502 16714020504 16714020601 16714020602 16714020701 16714020702 16714039101 16714039102 16714039201 16714039202 16714039301 16714039302 18837024420 21695062020 21695062200 21695062260 33261090501 33261092601 35356003820 35356011960 35356019000 35356059620 35356059630 42043025006 42043025138 42043025167 42043025238 42043025267 42254012700 42254012760 42254017705 42254017720 43063046614 43063046620 43063059720 43063085220 43063085320 43063095920 43063096414 43063096420 50090102700 50090102800 50090103101 50090103102 50090103103 50090103200 50090263600 50090271901 50090271902 50090271903 50090273500 51655001920 51655021420 52959013420 53217003010 53217003020 53217003030 53217003060 53217007101 53217029801 54569487700 54569521400 54569521401 54569521500 54569564900 54569565000 54569591700 54569591800 54569591900 54569592000 54569592100 54569592101 54569592102 54569592103 54569830900 54868073700 54868073701 54868436600 54868436601 54868468200 54868468201 54868576700 54868576701 54868576702 54868576703 54868576800 54868576801 54868576900 54868576901 55048006120 55048006130 55289008120 55289083120 55700017120 55700021420 55700021430 55700052520 55700076420 55887018760 57237009960 59762218001 61919084014 61919084020 63187061600 63187083500 63187098920 63629367101 63629367102 63629367103 63629367104 63629367105 65862017760 65862021801 65862021860 65862021901 65862021960 66336010406 66336010420 66336010430 67253000760 67253000841 67253000846 67253000941 67253000946 67253001106 67253001241 67253001242 67253001341 67253001342 68001015006 68001036206 68180071160 68180072210 68180072220 68180072310 68180072320 68258110306 68258305301 68258305306 68788725501 68788733902 68820006306 68820006309 68820006319 68820006417 68820006437 68820006517 68820006537 70934004420 70934016420 72189004232 72189004332 76519117206 76519121406
"Antibiot, Cephalosporin & Rel.",Cefditoren,00300753560 10122080120 10122080160 10122080220 10122080228 24486080120 24486080220 44004080220 44004080228 67781018160
"Antibiot, Cephalosporin & Rel.",Cefepime HCl,00003773199 00003773289 00003773295 00003773299 00003773395 00003773399 00264319311 00264319511 00338130141 00338130148 00409021701 00409021711 00409021801 00409021811 00409021901 00409021911 00409022001 00409022011 00781322280 00781322295 00781322391 00781322395 25021012120 25021012166 25021012250 25021012267 44567024010 44567024110 51479005301 51479005310 51479005401 51479005402 51479005403 51479005410 51479005420 51479005430 51479005501 51479005502 51479005503 51479005510 51479005520 51479005530 60505068100 60505068101 60505068104 60505083400 60505083401 60505083404 60505603001 60505603004 60505603101 60505603104 60505614400 60505614404 60505614500 60505614504 60505614600 60505614604 60505614700 60505614704 63323032620 63323034020 63323034050 66288810001 66794020902 66794020941 66794021002 66794021041 71288000815 71288000920
"Antibiot, Cephalosporin & Rel.",Cefixime,00005389718 00005389723 00005389760 00005389794 00005389840 00005389842 00005389846 00005389923 00403327918 00403328118 00403358507 00403358510 00403429718 16714076601 16714076701 16714076702 27437020108 27437020311 27437020313 27437020511 27437020513 27437020602 27437020603 27437020702 27437020703 27437020808 27437020811 43598067450 54569267900 54569271900 54569286100 54569286101 54569286102 54569341600 54569654500 54868138300 54868138401 54868138402 55175212500 55175212501 55175212505 55175212601 55175212605 55175212607 55289095410 55289095479 55289095491 58016412105 58016412150 58016412203 58016413307 58016413375 58016480701 60346057334 60346057341 60346057349 60346084610 60346084620 60346084625 60346084650 60346084699 65862075150 65862075250 65862075275 67877058450 68180020201 68180020202 68180020203 68180040501 68180040703 68180040704 68180041608 68180041611 70934007901
"Antibiot, Cephalosporin & Rel.",Cefmetazole,00009347101 00009347701 00009351201 00009351301
"Antibiot, Cephalosporin & Rel.",Cefonicid,00007435101 00007435301 00007435376 00007435411 00007435476 00007435611 00007435676
"Antibiot, Cephalosporin & Rel.",Cefoperazone,00049120183 00049120283 00049121183 00049121283 00049121518 00049121618 00049121928
"Antibiot, Cephalosporin & Rel.",Cefotaxime,00039001710 00039001810 00039001811 00039001825 00039001849 00039001850 00039001910 00039001911 00039001925 00039001949 00039001950 00039002001 00039002049 00039002325 00039002349 00039002350 00039002361 00039002425 00039002449 00039002450 00039003705 00039003805 00069000302 00069002801 00069003721 00069004404 00074001710 00074001810 00074001811 00074001825 00074001850 00074001910 00074001911 00074001925 00074001950 00074002001 00074002325 00074002350 00074002425 00074002450 00143993001 00143993003 00143993010 00143993101 00143993122 00143993125 00143993301 00143993322 00143993325 00143993501 00143993591 00409359501 00409359511 10019068001 10019068015 10019068102 10019068115 10019068203 10019068215 54569248400 54868342900 54868342901 63323033115 63323033215 63323033361 63323033461 63323033510 64679094802 64679098601 64679098602 64679098603 64679098604 66860004102 66860004203 66860004303 66860004401
"Antibiot, Cephalosporin & Rel.",Cefotetan,00143967001 00143967010 00143967101 00143967110 00264317311 00264317511 00310037510 00310037561 00310037610 00310037611 00310037631 00310037660 00310037661 00310037720 00310037721 00310037732 00310037761 00310037762 00310037851 00310037951 52565005201 52565005210 52565005301 52565005310 54868384700 54868384701 54868385100 63323038510 63323038620 63323039661
"Antibiot, Cephalosporin & Rel.",Cefoxitin,00006335645 00006335671 00006335753 00006335773 00006336871 00006336973 00006338810 00006338867 00006354524 00006354725 00006354845 00006354953 00143987610 00143987725 00143987825 00264312311 00264312511 10019066001 10019066071 10019066102 10019066127 10019066203 10019066211 25021010910 25021011020 25021011199 44567024525 44567024585 44567024625 44567024710 59911596302 59911596402 59911596502 60505075901 60505075905 60505076001 60505076005 60505076101 60505076104 60505602501 60505602505 60505602601 60505602605 63323034120 63323034125 63323034129 63323034165 63323034220 63323034225 63323034229 63323034265 63323034361 63323034366 66288410001 67457018901 67457018902 67457021650
"Antibiot, Cephalosporin & Rel.",Cefpodoxime Proxetil,00009353101 00009353102 00009353103 00009361501 00009361502 00009361503 00009361701 00009361702 00009361703 00009361801 00009361802 00009361803 00403069114 00403453714 00781543820 00781543901 00781543920 00781616846 00781616852 00781616946 00781616952 12280010520 16714021101 16714021102 16714021201 16714021202 16714039401 16714039501 16714040201 16714040202 16714040301 16714040302 33358006820 42043012001 42043012020 42043012101 42043012120 52959062710 52959062720 52959079610 54569377400 54569377500 54569405800 54569405801 54569478300 55175010100 55175010101 55175010102 55175010201 55175010301 55289039002 55289039010 55289039020 55289039028 55289039079 55289039302 60346098114 60346098144 63304052001 63304052020 63304052101 63304052120 63304096503 63304096504 63304096603 63304096604 64980040310 64980040350 65862009501 65862009520 65862009601 65862009620 65862014001 65862014050 65862014101 65862014150
"Antibiot, Cephalosporin & Rel.",Cefprozil,00087771840 00087771862 00087771864 00087771940 00087771962 00087771964 00087772060 00087772066 00087772150 00087772160 00087772166 00093107573 00093107576 00093107578 00093107673 00093107676 00093107678 00093107701 00093107801 00093107853 00403429918 00403430518 00403444418 00403461114 00403461307 00781504301 00781504401 00781504450 00781620246 00781620257 00781620291 00781620346 00781620357 00781620391 16714020801 16714020901 16714021501 16714021502 16714021503 16714021601 16714021602 16714021603 16714038601 16714038602 16714038603 16714038701 16714038702 16714038703 16714039601 16714039602 16714039603 16714039701 16714039702 16714039703 16714039801 16714039901 23490523101 23490523105 23490523107 33261084020 42043026238 42043026257 42043026277 42043026338 42043026357 42043026377 43063084220 49884024201 49884024205 49884024301 49884024303 49884024305 49884024427 49884024428 49884024447 49884024527 49884024528 49884024547 50090173900 50090322600 52959030020 52959034920 53217003120 53217003130 54569362900 54569363000 54569365200 54569365300 54569374200 54569374300 54569578400 54569578500 54569619500 54569675600 54868201600 54868201700 54868201701 54868244400 54868334300 54868334301 54868334302 54868334303 54868575600 54868575700 55048011020 55175008300 55175008304 55175008404 55175008407 55175267101 55175267105 55175270301 55175270305 55289020420 55289023230 55700029420 55700045520 55700070820 55887038116 55887038120 55887038130 57237003401 57237003450 57237003475 57237003501 57237003550 57237003575 57237003601 57237003701 57237003750 58016015015 58016081000 58016081012 58016081015 58016081030 58016081060 58016414701 58016414801 59762222002 59762222101 59762222102 59762302001 59762302002 59762302101 59762302102 60346089534 60346089634 60346090606 60346090620 60505253201 60505253301 60505253305 63304014801 63304014901 63304014950 63304096001 63304096003 63304096004 63304096101 63304096103 63304096104 63629318901 64679071203 64679071301 64679071303 65862006801 65862006901 65862006950 65862009901 65862009975 65862010001 65862010075 66116030120 67253023110 67253023205 68180040101 68180040102 68180040103 68180040201 68180040202 68180040203 68180040301 68180040401 68180040402 68258197301 68258197401 68820001610 68820001708 68820001815 68820001816 68820001817 68820001915 68820001916 68820001917
