NOBS,NRX,AGE_DAYS_ROUNDED,NMEMB,rawmean,rawlwr,rawupr,proplwr,propupr,lwr,upr,Comorbidities
20528,0.8143769587812909,560,25207,0.8143769587812909,0.8032741949957595,0.8255948151606761,0.013633445379086654,0.013774771324783863,0.8032741949957595,0.8255948151606761,Yes
20570,0.8160431626135597,565,25207,0.8160431626135597,0.804929008065996,0.8272724094783612,0.013619567023842406,0.013760604070056017,0.804929008065996,0.8272724094783612,Yes
20627,0.8183044392430674,570,25207,0.8183044392430674,0.8071748443883598,0.8295491260409567,0.01360079980135808,0.013741446653143672,0.8071748443883598,0.8295491260409567,Yes
20684,0.8205657158725751,575,25207,0.8205657158725751,0.8094207020298344,0.8318258212859877,0.013582110033550794,0.013722368843351937,0.8094207020298344,0.8318258212859877,Yes
20761,0.8236204228984012,580,25207,0.8236204228984012,0.8124546135923341,0.8349013232743617,0.013556984498725229,0.013696722497800535,0.8124546135923341,0.8349013232743617,Yes
20815,0.8257626849684612,585,25207,0.8257626849684612,0.81458231482828,0.8370581458289981,0.013539447039324812,0.013678822095198348,0.81458231482828,0.8370581458289981,Yes
20863,0.8276669179196255,590,25207,0.8276669179196255,0.8164736206640844,0.8389753055859616,0.013523915252860412,0.013662969271213726,0.8164736206640844,0.8389753055859616,Yes
20901,0.8291744356726306,595,25207,0.8291744356726306,0.8179709149937568,0.8404930465179865,0.0135116571337434,0.013650458044059436,0.8179709149937568,0.8404930465179865,Yes
20952,0.8311976831832427,600,25207,0.8311976831832427,0.8199804561895581,0.8425300000165604,0.013495257771564014,0.013633720428476485,0.8199804561895581,0.8425300000165604,Yes
20996,0.8329432300551434,605,25207,0.8329432300551434,0.8217141914039657,0.8442873582649235,0.01348115723376999,0.013619329385784348,0.8217141914039657,0.8442873582649235,Yes
21042,0.8347681199666759,610,25207,0.8347681199666759,0.823526745990156,0.846124583208936,0.013466462970541661,0.013604332713033521,0.823526745990156,0.846124583208936,Yes
21090,0.8366723529178403,615,25207,0.8366723529178403,0.8254181216643144,0.8480416731325322,0.013451180996094197,0.013588736588513036,0.8254181216643144,0.8480416731325322,Yes
21145,0.8388542865077161,620,25207,0.8388542865077161,0.8275853409320914,0.8502383206967907,0.013433734269320072,0.01357093165306239,0.8275853409320914,0.8502383206967907,Yes
21198,0.8409568770579601,625,25207,0.8409568770579601,0.829673770321213,0.8523550720743654,0.013416986107801803,0.013553840068805093,0.829673770321213,0.8523550720743654,Yes
21245,0.8428214384893086,630,25207,0.8428214384893086,0.8315257885451062,0.8542321764182103,0.013402186309414447,0.013538737160453033,0.8315257885451062,0.8542321764182103,Yes
21281,0.8442496132026818,635,25207,0.8442496132026818,0.8329443650763568,0.8556699490884411,0.013390883394590141,0.013527202982582339,0.8329443650763568,0.8556699490884411,Yes
21318,0.845717459435871,640,25207,0.845717459435871,0.8344023549673318,0.8571476514329163,0.013379296291324961,0.013515379006920031,0.8344023549673318,0.8571476514329163,Yes
21357,0.847264648708692,645,25207,0.847264648708692,0.8359391643777778,0.8587052203253511,0.013367115396795139,0.013502949325332515,0.8359391643777778,0.8587052203253511,Yes
21400,0.8489705240607768,650,25207,0.8489705240607768,0.8376336062455025,0.8604225288949051,0.013353723708860642,0.013489284385695001,0.8376336062455025,0.8604225288949051,Yes
